fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,family,piece,capture,check,quiet,pawn_move,phase,real_found
2q5/5pkp/1P4p1/2pQ4/2P5/5BPn/3P2K1/8 b - - 0 34,68,blVVxLI1,c8e8,-631,10,h7h6,0.012,0.0087,0.007,0.0066,h3g5,h3g5,h3g5,h3g5,146.0,0.012,-0.0054,True,club,3,queen,False,False,True,False,endgame,False
1rbr2k1/2p2p1p/p2Rp1pB/8/2Q5/1P5P/P1P2PP1/2K5 b - - 0 20,40,PtoTeGO7,c8d7,-1020,60,c7d6,0.0019,0.0011,0.0008,0.0007,c7d6,c7d6,c7d6,c7d6,976.0,0.0019,-0.0012,True,club,3,bishop,False,False,True,False,endgame,False
r2q3r/ppp2pk1/2n1bn2/6B1/3PN3/1BP2Q2/PP3PPb/R4K2 b - - 1 18,36,gL3HT8IC,f6e4,721,471,f6e4,0.0473,0.0419,0.0438,0.0481,h2e5,h2e5,h2e5,h2e5,383.0,0.0481,0.0008,True,club,6,knight,True,False,False,False,middlegame,True
4r1k1/pp2rppb/2p2n1p/3p4/3Pnb2/2P1NN1P/PP2BPP1/2BRRK2 b - - 4 20,40,r0AzjsZC,e4f2,172,103,e4f2,0.0196,0.0196,0.0238,0.0359,f4e3,f4e3,f4e3,f4e3,151.0,0.0359,0.0163,True,club,0,knight,True,False,False,False,middlegame,True
r3kb1r/pp2n1pp/2p2p2/2Nb4/5qBN/2P5/P5PP/R2QR2K b kq - 5 22,44,YF7sxHKK,g7g6,-204,34,f4c7,0.0177,0.0183,0.0195,0.0225,g7g5,g7g5,g7g5,f4c7,290.0,0.0225,0.0048,True,club,6,pawn,False,False,True,True,middlegame,False
r4b1r/ppq2k1p/2p1Bpp1/2Nn4/6QN/8/P5PP/4R2K b - - 1 28,56,YF7sxHKK,f7e8,-700,187,f7g7,0.0258,0.0157,0.0099,0.0076,f7g7,f7g7,f7g7,f7g7,1299.0,0.0258,-0.0182,True,club,6,king,False,False,True,False,middlegame,False
2r2rk1/Bp3qp1/3bb2p/3pp3/8/1B6/PP1Q1PPP/R3R1K1 b - - 0 20,40,HedlJWUj,c8c6,97,15,d5d4,0.0209,0.0241,0.029,0.0355,e5e4,d5d4,d5d4,d5d4,115.0,0.0355,0.0146,True,club,0,rook,False,False,True,False,middlegame,False
r4b1k/3q2pp/6n1/3p1p1Q/p2BbPP1/1P5P/BP6/4RRK1 b - - 0 26,52,ZvSxdh6Q,f8b4,-5,3,a4a3,0.0456,0.0358,0.0299,0.0372,a4b3,a4b3,a4b3,a4b3,100.0,0.0456,-0.0084,True,club,5,bishop,False,False,True,False,middlegame,False
rnb3k1/pp1n2p1/3b1pB1/3p3R/3P1PP1/4r3/PPP3P1/2K4R b - - 1 20,40,rCsHXlFS,e3e1,366,8,e3e1,0.0141,0.0128,0.0118,0.0111,g8f8,g8f8,g8f8,g8f8,2364.0,0.0141,-0.003,True,club,6,rook,False,True,False,False,middlegame,True
r5k1/5pp1/4pn1p/3p4/8/qP4P1/P1RQPPBP/6K1 b - - 2 26,52,SlovoILs,h6h5,-211,5,a3a5,0.0065,0.006,0.007,0.0081,f6e4,f6e4,f6d7,f6d7,111.0,0.0081,0.0016,True,club,4,pawn,False,False,True,True,endgame,False
rnb1k1nr/pp1p3p/2p3q1/4Q3/1b6/2N5/PPP1BPPP/R1B1K2R b KQkq - 1 10,20,BTTMA1FT,e8f8,-443,74,g6e6,0.0433,0.0309,0.0311,0.0482,g8e7,g6e6,g6e6,g6e6,105.0,0.0482,0.0049,True,club,6,king,False,False,True,False,opening,False
rn4n1/pp1bk3/2p1p3/6P1/1b2N3/P7/1PP2PP1/2KR3R b - - 0 20,40,BTTMA1FT,a7a5,-494,2,b4a5,0.0024,0.0019,0.0016,0.0023,b4a5,b4a5,b4a5,b4a5,112.0,0.0024,-0.0001,True,club,6,pawn,False,False,True,True,middlegame,False
5k2/1p3p1p/7q/p7/PnPB4/NP1p1Q2/3P1PPP/5K2 b - - 0 26,52,PaltU4Ci,h6g6,-537,6,h6d2,0.0022,0.0019,0.0016,0.0018,h6d2,h6d2,h6d2,h6d2,154.0,0.0022,-0.0004,True,club,3,queen,False,False,True,False,endgame,False
r3qkn1/1p4pQ/3B1p2/pP1p4/P1pP2P1/2n2P2/6P1/RB4K1 b - - 1 26,52,3CKErfbk,e8e7,-779,32,f8f7,0.0052,0.0043,0.0042,0.0036,f8f7,f8f7,f8f7,f8f7,696.0,0.0052,-0.0016,True,club,6,queen,False,False,True,False,middlegame,False
r1b1k3/ppq2p2/4p3/3p2n1/3P2Q1/P1N1K1br/BP5P/R4R2 b q - 1 24,48,Wq1gXdTd,e6e5,628,58,g3h4,0.024,0.0191,0.0158,0.0156,g3h2,g3h2,g3h2,g3h2,112.0,0.024,-0.0084,True,club,7,pawn,False,False,True,True,middlegame,False
r1b4Q/pp2kp2/8/3Bp3/3P3b/P2r4/KP1nq3/R1R5 b - - 3 34,68,Wq1gXdTd,d3a3,1991,1557,d3a3,0.0145,0.0154,0.0167,0.0181,d3d4,d3d4,h4f6,h4f6,1679.0,0.0181,0.0036,True,club,7,rook,True,True,False,False,middlegame,True
r3k2r/p2qnp1p/4p1p1/3p4/3Q1P2/2N5/PPP3PP/R3K2R b KQkq - 0 14,28,Zyj5IPnk,e8c8,9,54,e8g8,0.0451,0.0245,0.0089,0.0028,e8g8,e8g8,e8g8,e8g8,163.0,0.0451,-0.0423,True,club,4,king,False,False,True,False,middlegame,False
r4rk1/p2q1p1p/4p1p1/3p1n2/5P2/2N5/PPP2QPP/2KR3R b - - 4 16,32,Zyj5IPnk,h7h5,157,23,a8b8,0.0126,0.0076,0.0042,0.0048,d5d4,a7a5,a7a5,a7a5,111.0,0.0126,-0.0078,True,club,0,pawn,False,False,True,True,middlegame,False
r2r2k1/6pp/p7/1p1Np1b1/3nP1b1/N2R4/PPP3PP/1K3B1R b - - 2 18,36,qM8wguQQ,g4h5,-21,13,a8c8,0.0098,0.0109,0.011,0.0086,b5b4,a8c8,a8c8,a8c8,126.0,0.011,-0.0012,True,club,0,bishop,False,False,True,False,middlegame,False
2r3k1/6pp/8/pp1Pp1b1/4b3/2PR2P1/PPK4P/5BR1 b - - 2 24,48,qM8wguQQ,c8f8,84,284,g5e3,0.0192,0.0226,0.0319,0.0442,b5b4,b5b4,b5b4,b5b4,303.0,0.0442,0.025,True,club,5,rook,False,False,True,False,endgame,False
4r1k1/2B1b1pp/1Np1pp2/2Pp3q/1P2nP2/3QPR1P/6P1/6K1 b - - 0 24,48,ismR8YtA,h5f7,154,82,h5f7,0.0233,0.0308,0.0417,0.0465,e6e5,h5h4,h5h4,e6e5,271.0,0.0465,0.0232,True,club,0,queen,False,False,True,False,middlegame,True
rnb2rk1/qp2bppp/8/p1PnP3/3p4/1R1B1N2/3BQ1PP/1N3RK1 b - - 2 16,32,eGwoUHMg,g7g6,170,8,c8e6,0.0005,0.0003,0.0002,0.0005,e7c5,e7c5,e7c5,e7c5,597.0,0.0005,0.0,True,club,0,pawn,False,False,True,True,middlegame,False
6k1/3n1r2/4N1p1/p3qnNp/8/7Q/3p2PP/5R1K b - - 1 34,68,eGwoUHMg,f5g3,1996,5,e5e1,0.0335,0.0364,0.0345,0.0334,e5e1,e5e1,f7e7,f7e7,1672.0,0.0364,-0.0001,True,club,7,knight,False,True,False,False,middlegame,False
r3k2r/ppp1bppp/2n2n2/1B5q/3P1Bb1/2N2N2/PPP1Q1PP/R4RK1 b kq - 4 12,24,enAeY4PL,g4e6,-176,17,f6d5,0.0019,0.0019,0.0016,0.0008,e8g8,e8g8,e8g8,e8g8,267.0,0.0019,-0.0011,True,club,1,bishop,False,False,True,False,middlegame,False
r1bqr1n1/pp1n1pbk/2pp2pP/8/3PP2P/3BBPN1/PP1Q4/RN2K2R b KQ - 0 14,28,5PSvl8w2,g7f6,-235,28,g7h6,0.0124,0.0113,0.012,0.0142,g8h6,g8h6,g8h6,g8h6,129.0,0.0142,0.0018,True,club,6,bishop,False,False,True,False,middlegame,False
r1b4k/pp3p2/2p4n/4r1pP/3q4/2NBn1N1/PP3Q2/R4RK1 b - - 5 24,48,5PSvl8w2,h6g4,596,140,d4d3,0.0396,0.0273,0.0222,0.0233,d4d3,d4d3,d4d3,d4d3,513.0,0.0396,-0.0163,True,club,7,knight,False,False,True,False,middlegame,False
r7/pp3p1k/2p2R1n/3b2QP/8/3q2N1/PP2N3/5K2 b - - 8 32,64,5PSvl8w2,h6g4,-513,12,h6g8,0.0161,0.0095,0.0079,0.0095,d3d1,d3d1,d3d1,d3d1,146.0,0.0161,-0.0066,True,club,5,knight,False,False,True,False,middlegame,False
r5n1/pp3p1k/2p2R2/3b1NQP/8/5q2/PP2N3/4K3 b - - 12 34,68,5PSvl8w2,f3f5,-966,1029,f3h1,0.003,0.0028,0.0032,0.0049,f3h1,f3h1,f3h1,f3h1,1030.0,0.0049,0.0019,True,club,6,queen,True,False,False,False,middlegame,False
r1b1r1k1/2p2ppp/p2b4/1p6/3P2nq/1BP1BQ1P/PP3PP1/RN2R1K1 b - - 4 16,32,FfwV0ZEv,c8d7,-342,19,d6h2,0.0145,0.0127,0.0115,0.0115,d6h2,c8e6,c8e6,c8e6,168.0,0.0145,-0.003,True,club,6,bishop,False,False,True,False,middlegame,False
r3r1k1/2p2ppp/p3B3/1p6/3P2nq/2P1BQ1P/PP3PPb/RN2R2K b - - 0 18,36,FfwV0ZEv,g4h6,-559,6,f7e6,0.0003,0.0002,0.0001,0.0001,e8e6,e8e6,e8e6,e8e6,1438.0,0.0003,-0.0002,True,club,3,knight,False,False,True,False,middlegame,False
rbb1r1k1/pp3pp1/2p4p/q1P1p3/3P4/1Q1B1N2/PP3PPP/R3R1K1 b - - 2 16,32,zGwEPRKO,b7b6,-117,45,c8g4,0.0415,0.0404,0.0253,0.0092,a5c7,a5c7,a5c7,a5c7,112.0,0.0415,-0.0323,True,club,4,pawn,False,False,True,True,middlegame,False
r1b1k2r/ppqn1pp1/2pbp2p/3pN3/3PnB1P/2PBPN2/PP3PP1/R2QK2R b KQkq - 0 10,20,HI5PFv9Q,c6c5,-78,3,b7b6,0.0182,0.0164,0.0199,0.0221,f7f6,f7f6,f7f6,f7f6,197.0,0.0221,0.0039,True,club,1,pawn,False,False,True,True,opening,False
6k1/2q2ppp/1np5/p3N3/Pr1Pb3/2Q4P/5PP1/2R2BK1 b - - 3 30,60,RhlSnWg6,c7d6,-11,16,b6a4,0.0192,0.0262,0.0288,0.0314,b6a4,b6a4,b6a4,b6a4,279.0,0.0314,0.0122,True,club,4,queen,False,False,True,False,middlegame,False
2rqr1k1/3n2p1/1p2b1np/p1ppP3/3P4/1P2QNP1/P2B2BP/R3R1K1 b - - 0 24,48,Yhg2wUMT,e6f5,29,15,d8e7,0.0138,0.0148,0.0166,0.0196,c5d4,c5d4,c5d4,c5d4,152.0,0.0196,0.0058,True,club,0,bishop,False,False,True,False,middlegame,False
3r2k1/1bb2ppp/1p4q1/2p5/4pP2/P1BrP1NP/1PQR2PK/4R3 b - - 9 28,56,F0PTGNCP,c7f4,794,607,h7h5,0.0201,0.0171,0.0112,0.006,d3d2,d3d2,h7h5,h7h5,622.0,0.0201,-0.0141,True,club,0,bishop,True,False,False,False,middlegame,False
r2qr1k1/1pp1ppbp/3p1np1/p2Pn3/2P1P3/2N1B3/PP2BPPP/2RQ1RK1 b - - 4 12,24,SfnTgVlN,e5d7,-131,3,e7e6,0.0292,0.0429,0.049,0.0419,d8d7,d8d7,d8d7,f6d7,290.0,0.049,0.0127,True,club,1,knight,False,False,True,False,middlegame,False
r7/1p4k1/2p3p1/2P4n/p2pQ3/4qP2/PP2B1PP/3R3K b - - 0 32,64,SfnTgVlN,h5g3,804,745,h5g3,0.0255,0.0266,0.0256,0.0218,e3e4,e3e4,a8e8,a8e8,841.0,0.0266,-0.0037,True,club,4,knight,False,True,False,False,endgame,True
3r3r/p3kpbp/1pb1p1p1/2p5/2P1PN2/4P1P1/PP4BP/2KR1R2 b - - 5 18,36,dR87RTgs,d8b8,226,6,d8d1,0.0033,0.0027,0.0015,0.0008,d8d1,d8d1,d8d1,g7e5,124.0,0.0033,-0.0025,True,club,0,rook,False,False,True,False,middlegame,False
r1b1k2r/pp2nppp/1q2p3/b1NpP3/1P6/P2B1Q2/5PPP/R1B2RK1 b kq - 0 14,28,X45G8Ukg,b6c6,-176,25,a5b4,0.0169,0.0102,0.005,0.0025,a5b4,a5b4,a5b4,a5b4,306.0,0.0169,-0.0144,True,club,1,queen,False,False,True,False,middlegame,False
r3k2r/p2b1ppp/2pBp3/3pP3/7q/3N1Q2/5PPP/R4RK1 b kq - 1 20,40,X45G8Ukg,f7f5,-515,11,f7f6,0.0426,0.0308,0.0273,0.024,h4d4,h4d4,h4d4,h4d4,199.0,0.0426,-0.0186,True,club,3,pawn,False,False,True,True,middlegame,False
r5r1/p1k5/R1p2pq1/3pp2p/7P/5QB1/5PP1/2R3K1 b - - 5 34,68,X45G8Ukg,c7d8,-753,15,g6e8,0.0324,0.0295,0.0226,0.0176,c7b7,c7b7,c7b7,c7d7,436.0,0.0324,-0.0148,True,club,3,king,False,False,True,False,middlegame,False
8/5Qbk/p2q2pp/5p2/1p1N4/4P2P/P4PP1/6K1 b - - 1 32,64,QOrFkA4i,d6b8,-73,8,d6f6,0.0015,0.0009,0.0006,0.0006,a6a5,a6a5,a6a5,a6a5,469.0,0.0015,-0.0009,True,club,4,queen,False,False,True,False,endgame,False
r2q1rk1/1b2npbp/pp2p1p1/2p3B1/P2nP3/3P1N1P/BP1N1PP1/1R1Q1RK1 b - - 3 14,28,9F9QDRJ6,d4c6,90,6,d8d7,0.0137,0.0165,0.0185,0.0144,b6b5,d8d7,d8d7,d8d7,176.0,0.0185,0.0007,True,club,1,knight,False,False,True,False,middlegame,False
1r1r2k1/1b3pbp/p2qp1p1/Q1p5/P1B1P3/3P1N1P/1P3PP1/1R1R2K1 b - - 6 22,44,9F9QDRJ6,b7c6,-8,65,g7d4,0.0269,0.026,0.0272,0.0342,b8a8,b8a8,g7d4,g7d4,163.0,0.0342,0.0073,True,club,0,bishop,False,False,True,False,middlegame,False
2rq1rk1/1p2nppp/pbn1p3/3pP3/3P1PPB/P4N1P/1P2B3/2RQ1RK1 b - - 2 18,36,X27H7gYN,c6d4,100,172,d8d7,0.0472,0.0183,0.0076,0.004,d8d7,d8d7,d8d7,d8d7,181.0,0.0472,-0.0432,True,club,1,knight,True,False,False,False,middlegame,False
2r2rk1/1p1q1ppp/pbn1p1n1/3pP3/3P1PP1/P2Q1NBP/1P2B3/2R2RK1 b - - 6 20,40,X27H7gYN,c6d4,14,74,c8c7,0.0228,0.0138,0.0096,0.0084,b6a7,b6a7,b6a7,c6a5,106.0,0.0228,-0.0144,True,club,1,knight,True,False,False,False,middlegame,False
r5k1/p3qppp/2pr4/2b2b2/Q3p3/4P1NP/PP3PP1/R1B2RK1 b - - 5 16,32,j6iAHnQo,f5h3,57,11,f5g6,0.0295,0.0343,0.0221,0.0083,f5g6,f5g6,f5g6,f5g6,102.0,0.0343,-0.0212,True,club,0,bishop,True,False,False,False,middlegame,False
r3k2r/ppp2p2/2p1qp1p/8/3QP3/2P5/2P2PPP/3R1RK1 b kq - 3 16,32,n2ELxpvr,a7a5,101,35,e8e7,0.0066,0.0089,0.0091,0.0097,e8g8,e8g8,e8g8,e8e7,286.0,0.0097,0.0031,True,club,0,pawn,False,False,True,True,endgame,False
1r4k1/p4pp1/4pq1p/4N3/5n2/5Q2/P4PPP/4R1K1 b - - 3 22,44,t2cC9knQ,f6e5,520,356,f6e5,0.008,0.0056,0.0042,0.0042,b8b2,b8b2,b8b2,f4d5,383.0,0.008,-0.0038,True,club,5,queen,True,False,False,False,endgame,True
r2q1r1k/1b1p2pp/4p3/1N2Pp2/p4P1n/2P1Q2P/PPB3P1/R5RK b - - 0 28,56,rv9OgJLU,a8b8,69,15,f8g8,0.0302,0.0338,0.035,0.0443,a8a5,a8a5,b7c6,b7c6,108.0,0.0443,0.0141,True,club,0,rook,False,False,True,False,middlegame,False
8/p2b3p/1p3k2/1Pp2p2/2P1p2P/P1K3P1/4BP2/8 b - - 0 30,60,B6HrxGuF,f5f4,327,211,f6g7,0.0041,0.0023,0.0017,0.0021,f6e5,f6e5,f6e5,f6e5,245.0,0.0041,-0.002,True,club,5,pawn,False,False,True,True,endgame,False
3r1k2/R3n2p/6p1/pB1Pp3/4P3/P1r5/3K3P/1R6 b - - 5 34,68,yXBQVkce,c3f3,-230,38,c3a3,0.0222,0.015,0.0113,0.01,c3a3,c3a3,c3a3,c3a3,194.0,0.0222,-0.0122,True,club,4,rook,False,False,True,False,endgame,False
r1bqk2r/ppp1bpp1/1n1p1n1p/3Pp3/2P1P2B/2NB4/PP3PPP/R2QK1NR b KQkq - 1 8,16,IRuM2Uo8,f6e4,164,35,c8g4,0.0087,0.0214,0.0371,0.0437,g7g5,g7g5,e8g8,e8g8,156.0,0.0437,0.035,True,club,1,knight,True,False,False,False,opening,False
r3r1k1/1p3ppp/p4q2/2pPpb2/2P5/1P2Q1BP/P4PP1/4RRK1 b - - 1 20,40,gYco2Kza,f6g6,-74,123,f6g6,0.0304,0.0321,0.0344,0.0328,e5e4,e5e4,e5e4,e5e4,195.0,0.0344,0.0024,True,club,4,queen,False,False,True,False,middlegame,True
3rr3/1p6/1pp2k2/6p1/1P2P1K1/8/P7/3R1R2 b - - 1 34,68,sppe3y42,f6e6,178,72,f6g6,0.0102,0.008,0.0072,0.0083,f6g6,f6g6,f6g6,f6g6,154.0,0.0102,-0.0019,True,club,5,king,False,False,True,False,endgame,False
2r3k1/5ppp/4p3/2Bpn3/2qP4/6P1/2BQ1PKP/1R6 b - - 4 28,56,cNHxdFK1,h7h6,-412,9,e5d7,0.0275,0.0244,0.0197,0.0173,e5g4,e5g4,e5d7,e5d7,149.0,0.0275,-0.0102,True,club,2,pawn,False,False,True,True,middlegame,False
1r4k1/4pp2/6p1/R1n1Pb1p/2r4P/P1N2P2/1PP1N1P1/1K1R4 b - - 4 28,56,7G1LxMeM,g6g5,-403,13,c5b3,0.0062,0.0018,0.0007,0.0005,c5b3,c5b3,c4h4,c4h4,115.0,0.0062,-0.0057,True,club,6,pawn,False,False,True,True,middlegame,False
rb3rk1/1pqn1pp1/p3b2p/3p4/1P1P2B1/P1N1B2P/2P3P1/2RQ1RK1 b - - 0 20,40,Nl5zcapy,f7f5,483,22,c7c3,0.0047,0.0045,0.0043,0.0031,c7h2,c7h2,c7h2,c7h2,143.0,0.0047,-0.0016,True,club,7,pawn,False,False,True,True,middlegame,False
4r1k1/5pp1/7p/ppbp4/3N4/2P1RPP1/PP3KP1/8 b - - 1 32,64,z3IFpDLC,c5d4,-4,2,e8e3,0.0395,0.0358,0.0316,0.0231,e8e3,e8e3,e8e3,e8e3,204.0,0.0395,-0.0164,True,club,4,bishop,True,False,False,False,endgame,False
r2qkb1r/pp2nppp/2n1p3/1BPpP3/6b1/2P1BN2/PP3PPP/RN1QK2R b KQkq - 3 8,16,ceu607iQ,d8a5,-48,23,e7f5,0.0136,0.0144,0.0156,0.0133,e7f5,e7f5,e7f5,e7f5,144.0,0.0156,-0.0003,True,club,1,queen,False,False,True,False,opening,False
2k3rr/p1q2p1p/2p1pQ2/3pP3/8/2P1bN2/PP1N2PP/2KR3R b - - 3 16,32,ceu607iQ,c8b8,-428,1,h7h5,0.0032,0.0042,0.0047,0.006,g8g2,g8g2,g8g2,g8g2,200.0,0.006,0.0028,True,club,3,king,False,False,True,False,middlegame,False
5Q2/pkq2p2/2p1p3/3pP2p/8/1N5P/rP4P1/2KR3R b - - 3 24,48,ceu607iQ,c6c5,-659,20,a7a5,0.044,0.033,0.029,0.0299,c7e5,c7e5,c7e5,c7e5,500.0,0.044,-0.0141,True,club,3,pawn,False,False,True,True,endgame,False
r3k2r/ppq1bppp/2n1bn2/2p1p3/P1NpP3/3P2P1/1PPN1PBP/R1BQ1RK1 b kq - 4 10,20,vksrdlR3,g7g5,80,40,h7h5,0.0047,0.0057,0.0077,0.016,e8g8,e8g8,e8g8,e8g8,103.0,0.016,0.0113,True,club,1,pawn,False,False,True,True,opening,False
rnb2rk1/pppp1ppp/8/8/1b5q/5N2/PPPPN1PP/R1BQ1BKR b - - 4 8,16,Yz3VqAx5,h4d8,-391,28,h4f6,0.0129,0.0104,0.0116,0.0127,b4c5,b4c5,b4c5,b4c5,163.0,0.0129,-0.0002,True,club,2,queen,False,False,True,False,opening,False
r2q3k/pp5p/2p1QRb1/8/3Pp3/4P3/PP4PP/5RK1 b - - 4 22,44,rpMvmypD,a7a5,-634,29,d8d5,0.0202,0.0256,0.0267,0.0243,h8g7,d8d5,d8d5,d8d5,341.0,0.0267,0.0041,True,club,3,pawn,False,False,True,True,endgame,False
8/R7/2p3bp/1p5k/P2Pp3/4P2P/1P4P1/6K1 b - - 0 34,68,rpMvmypD,g6f5,-714,10,b5a4,0.023,0.019,0.0151,0.0146,b5a4,b5a4,b5a4,b5a4,231.0,0.023,-0.0084,True,club,3,bishop,False,False,True,False,endgame,False
1r1q1rk1/ppp2pp1/1b1pbn1p/8/N7/Q5P1/PP2PPBP/R1B1R1K1 b - - 5 14,28,Bfkd6PLe,b6f2,168,64,f8e8,0.0136,0.0221,0.0379,0.0493,b6a5,b6a5,b6a5,b6a5,147.0,0.0493,0.0357,True,club,0,bishop,True,True,False,False,middlegame,False
1r1q1rk1/2pbbppp/3p4/1p1B2N1/p2nPB2/P2P3P/1PPQ2P1/R3K2R b KQ - 2 16,32,maccGUuk,d4c2,147,31,c7c6,0.0037,0.0026,0.0024,0.0027,e7g5,c7c6,c7c6,c7c6,147.0,0.0037,-0.001,True,club,0,knight,True,True,False,False,middlegame,False
5rk1/1p4p1/1q5p/5p2/1p2pP2/PPb5/2P1Q1PP/1R3R1K b - - 0 22,44,r0KDFmrm,e4e3,-27,36,f8c8,0.0264,0.0193,0.0132,0.0076,b4a3,b4a3,b4a3,b4a3,292.0,0.0264,-0.0188,True,club,5,pawn,False,False,True,True,endgame,False
8/2q1r1pk/7p/1Q3R2/4pP2/1Pb3P1/2P4P/3R3K b - - 0 30,60,r0KDFmrm,c7c8,-351,34,e4e3,0.0114,0.009,0.0066,0.0057,e4e3,e4e3,e4e3,e4e3,180.0,0.0114,-0.0057,True,club,6,queen,False,False,True,False,endgame,False
r4rk1/p1p2qpp/2Qp4/5p2/2bPpP2/2P1B1P1/P3PK1P/R4R2 b - - 1 18,36,JHquPDMt,a7a6,245,20,d6d5,0.019,0.0207,0.0229,0.021,f7h5,f7h5,f7h5,f7h5,633.0,0.0229,0.002,True,club,0,pawn,False,False,True,True,middlegame,False
r4rk1/p1p3pp/2Q5/3p1p2/2bPpPP1/2P1B3/Pq5P/R3R1K1 b - - 0 22,44,JHquPDMt,b2b6,318,37,f5g4,0.0092,0.0111,0.014,0.0182,b2c3,b2c3,b2c3,b2c3,111.0,0.0182,0.009,True,club,5,queen,False,False,True,False,middlegame,False
r4rk1/p4pp1/1n6/1N1pP1qp/2pP4/4PRPP/1PQ5/R5K1 b - - 1 24,48,K3DcsTsi,f7f6,-73,40,a7a5,0.0328,0.0299,0.0274,0.0232,h5h4,h5h4,h5h4,h5h4,127.0,0.0328,-0.0096,True,club,4,pawn,False,False,True,True,middlegame,False
8/1pp2kp1/1p2pn1p/4p2P/3qP3/3P2Q1/2P2RPK/8 b - - 0 30,60,UJJHMGZE,f7f8,-215,9,f7e8,0.0189,0.0214,0.0259,0.0378,b6b5,b6b5,b6b5,b6b5,284.0,0.0378,0.0189,True,club,5,king,False,False,True,False,endgame,False
2rq1rk1/pp2bp1p/5p2/3p4/3P1PP1/1Q1N1N1P/PPn5/2R2RK1 b - - 3 20,40,uai0h4MN,d8b6,-245,151,c2e3,0.0038,0.0035,0.0038,0.0036,c2e3,c2e3,c2e3,c2e3,136.0,0.0038,-0.0002,True,club,4,queen,False,False,True,False,middlegame,False
5rk1/pp2b2p/4qp2/3p4/2NP1PP1/4Q2P/PP6/2R3K1 b - - 1 26,52,uai0h4MN,e6d7,-104,27,e6d7,0.0497,0.0423,0.0451,0.0494,e6e3,e6e3,e6e3,e6e3,185.0,0.0497,-0.0003,True,club,4,queen,False,False,True,False,endgame,True
4q1k1/pp3ppp/1r3p2/3B1N2/6P1/7P/PP3P2/2R3K1 b - - 0 28,56,8jeaAC7B,g8f8,377,77,h7h6,0.0044,0.0054,0.0056,0.0059,b6b2,g7g6,g7g6,g7g6,256.0,0.0059,0.0015,True,club,5,king,False,False,True,False,endgame,False
2rq2k1/pp3pbp/2nnr1p1/2p2P2/2Pp4/P2P2NP/BP4P1/R1BQ1RK1 b - - 0 18,36,Amx4Ek5r,e6e3,193,57,e6e8,0.0057,0.0042,0.004,0.0051,d6f5,d6f5,d6f5,d6f5,133.0,0.0057,-0.0006,True,club,0,rook,False,False,True,False,middlegame,False
r2qkr2/1pp4Q/3p2p1/p2Ppb2/2P1n1P1/8/PP2BP2/R3K1NR b KQ - 0 18,36,zPNUB90Q,e4f6,-177,55,e4g5,0.0466,0.0322,0.0214,0.0182,f5d7,f5d7,f5d7,f5d7,427.0,0.0466,-0.0284,True,club,6,knight,False,False,True,False,middlegame,False
r2qkr2/1pp3Q1/3p2p1/p2Pp1n1/2P1b1P1/5P2/PP2B3/R3K1NR b KQ - 0 20,40,zPNUB90Q,d8e7,-306,44,e4c2,0.0209,0.0175,0.0154,0.0172,g5f3,g5f3,g5f3,g5f3,207.0,0.0209,-0.0037,True,club,6,queen,False,False,True,False,middlegame,False
rn5Q/ppp1p1r1/5kp1/5p2/5P2/B1PP4/P1P1q1PP/4RRK1 b - - 10 20,40,FyrzPjqr,b8c6,-799,63,e2c2,0.002,0.0015,0.0015,0.0015,e2c2,e2c2,e2c2,e2c2,1199.0,0.002,-0.0005,True,club,3,knight,False,False,True,False,middlegame,False
r2q1rk1/3b2p1/p2bp1Pp/1p1p1p1Q/3P3P/7B/PPPB1P2/1K2R2R b - - 1 20,40,xM3d1PVP,a8a7,0,25,a8c8,0.0023,0.0019,0.0015,0.0016,d8f6,d8f6,d8f6,d8f6,348.0,0.0023,-0.0007,True,club,0,rook,False,False,True,False,middlegame,False
r1b1k2r/p5pp/1qp2n2/2b3N1/N2pp3/4B3/PPP2PPP/R2QR1K1 b kq - 1 14,28,5ru0JOpW,d4e3,-55,181,b6b4,0.0085,0.0063,0.0055,0.0044,b6b4,b6b5,b6b5,b6a5,313.0,0.0085,-0.0041,True,club,6,pawn,True,False,False,True,middlegame,False
2rqr1k1/pQ3ppp/5n2/3p1b2/P2Pn3/3BPN2/5PPP/R1B2RK1 b - - 0 16,32,oAirrjeJ,c8b8,0,18,c8c7,0.0382,0.0349,0.0291,0.0264,c8c7,c8c7,c8c7,c8c7,106.0,0.0382,-0.0118,True,club,0,rook,False,False,True,False,middlegame,False
6k1/p4ppp/4rn2/3p4/P2B4/Q3PP2/2q3PP/5RK1 b - - 3 32,64,oAirrjeJ,f6e8,-45,48,a7a6,0.0102,0.0075,0.0071,0.0099,a7a6,a7a6,a7a6,a7a6,116.0,0.0102,-0.0003,True,club,4,knight,False,False,True,False,endgame,False
r4rk1/ppq2p2/4bp1p/3p4/2pP4/2P2BP1/PP1N4/R2QR2K b - - 0 18,36,JBZtTTzw,g8h7,-366,20,c7g3,0.0118,0.0134,0.0112,0.0048,c7g3,c7g3,c7g3,c7g3,151.0,0.0134,-0.007,True,club,2,king,False,False,True,False,middlegame,False
