fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,piece,capture,check,quiet,phase,advance,retreat,pawn_move,king_move,toward_own_king
2r1nrk1/pp1qb1pp/1n2b3/2p1Pp2/5P2/1NPNBB1P/PP4P1/R2Q1RK1 b - - 2 18,36,?,d7b5,-170,46,b6c4,0.0132,0.0141,0.0162,0.0164,c5c4,c5c4,c5c4,c5c4,275.0,0.0164,0.0032,True,elite,03_elite_b2,2629,2647,2647,False,True,6,queen,False,False,True,middlegame,True,False,False,False,False
rn2k2r/pp3ppp/2pb4/3p4/8/2PBB3/PPP2PPP/2KR3R b kq - 1 14,28,?,b7b5,-106,25,e8g8,0.0112,0.0119,0.0089,0.0078,e8g8,e8g8,e8g8,e8g8,115.0,0.0119,-0.0034,True,elite,03_elite_b2,2592,2429,2429,False,True,3,pawn,False,False,True,middlegame,True,False,True,False,False
r2qr1k1/1bp2ppp/p2p1bn1/1p1P1N2/4NP2/7P/PPP3P1/R1BQR1K1 b - - 0 16,32,?,g6h4,1,19,g8h8,0.0431,0.042,0.0369,0.0326,f6h4,f6h4,f6h4,e8e4,143.0,0.0431,-0.0105,True,elite,03_elite_b2,2605,2817,2817,False,True,2,knight,False,False,True,middlegame,True,False,False,False,False
6k1/p4pp1/4b2p/1q6/3R1QP1/7P/P1rB2BK/4R3 b - - 6 34,68,?,b5e8,-618,21,b5b2,0.0092,0.0093,0.0074,0.0049,c2a2,c2a2,c2a2,c2a2,1376.0,0.0093,-0.0043,True,elite,03_elite_b2,2508,2546,2546,False,True,1,queen,False,False,True,middlegame,False,True,False,False,False
6k1/p4pp1/2q4p/3n4/7P/1P3PB1/P2Q2PK/8 b - - 6 34,68,?,c6b5,-219,7,c6e6,0.0167,0.0217,0.0254,0.0257,d5f6,d5f6,d5f6,d5f6,104.0,0.0257,0.009,True,elite,03_elite_b2,2506,2546,2546,False,True,5,queen,False,False,True,endgame,True,False,False,False,False
r1bqk2r/5ppp/p1pbpn2/3p4/4P3/2NB1Q2/PPP2PPP/R1B1R1K1 b kq - 3 10,20,?,d6e7,-71,46,d8c7,0.0025,0.0052,0.0087,0.0076,e8g8,e8g8,e8g8,e6e5,167.0,0.0087,0.0051,True,elite,03_elite_b2,2616,2459,2459,False,True,3,bishop,False,False,True,opening,False,True,False,False,False
r1b4r/5pkp/p2p2p1/N1PPp3/N1P3n1/1R1B4/5P1q/1R2QK2 b - - 3 24,48,?,h7h5,-177,7,e5e4,0.0029,0.0032,0.0053,0.0162,h2h1,h2h1,h2h1,h2h1,104.0,0.0162,0.0133,True,elite,03_elite_b2,2462,2519,2519,False,True,7,pawn,False,False,True,middlegame,True,False,True,False,False
5rk1/p1p1qp1p/1bB5/4B1p1/4Q3/2P3Pb/Pr2PP1P/R3R1K1 b - - 3 18,36,?,f8d8,-27,3,f8d8,0.0178,0.0105,0.008,0.0085,f7f6,f7f6,f7f6,f7f5,397.0,0.0178,-0.0093,True,elite,03_elite_b2,2648,2635,2635,True,False,5,rook,False,False,True,middlegame,False,False,False,False,False
6k1/p1p1qp1p/1bB5/4B1p1/4Q3/2P3Pb/Pr2PP1P/3R2K1 b - - 0 20,40,?,b6c5,-127,101,f7f6,0.0094,0.0081,0.0064,0.0058,b2a2,b2a2,f7f6,f7f5,346.0,0.0094,-0.0036,True,elite,03_elite_b2,2648,2635,2635,False,True,5,bishop,False,False,True,middlegame,True,False,False,False,False
r3k2r/1R2bppp/p2pbn2/6B1/2BQP3/q1N5/P1P3PP/4K2R b Kkq - 2 14,28,?,h7h6,-38,32,a8c8,0.032,0.0252,0.0194,0.0202,e6c4,e6c4,e6c4,e6c4,230.0,0.032,-0.0118,True,elite,03_elite_b2,2998,3010,3010,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
4k2r/1R2bppp/p2p4/3P4/8/8/P3K1PP/2B5 b k - 0 22,44,?,h7h5,-41,59,h7h5,0.0129,0.0108,0.0092,0.0087,e8g8,e7d8,f7f6,f7f6,100.0,0.0129,-0.0042,True,elite,03_elite_b2,2998,3010,3010,True,False,5,pawn,False,False,True,endgame,True,False,True,False,False
rnb2rk1/bp2qpp1/p4n1p/2NpN3/1P3B2/6P1/P2QPPBP/2R2RK1 b - - 0 16,32,?,g7g5,67,110,f8d8,0.034,0.0272,0.0327,0.0442,a7c5,a7c5,a7c5,a7c5,181.0,0.0442,0.0102,True,elite,03_elite_b2,2529,2371,2371,False,True,2,pawn,False,False,True,middlegame,True,False,True,False,False
r3r1k1/6pp/1q2pn2/p2p1P2/1b1P4/1PpQ2P1/P1N1R1BP/4R1K1 b - - 0 26,52,?,a8c8,-134,7,e6e5,0.0288,0.0254,0.023,0.0175,e6f5,e6f5,e6f5,e6f5,245.0,0.0288,-0.0113,True,elite,03_elite_b2,2478,2518,2518,False,True,5,rook,False,False,True,middlegame,False,False,False,False,False
r4rk1/p4ppp/1pn1pn2/1Q6/3P1B2/P3P3/q2N1PPP/1R2KR2 b - - 2 16,32,?,f6d5,191,111,c6a5,0.011,0.0106,0.0112,0.0097,c6a5,c6a5,c6a5,c6a5,159.0,0.0112,-0.0013,True,elite,03_elite_b2,2431,2552,2552,False,True,0,knight,False,False,True,middlegame,True,False,False,False,False
2r3k1/p4ppp/1p2pn2/3q4/2rPPB2/P4P2/1Q3KPP/1RR5 b - - 0 22,44,?,d5d8,-3,12,d5c6,0.0061,0.005,0.0046,0.0043,d5d4,d5d4,d5d4,d5d4,689.0,0.0061,-0.0018,True,elite,03_elite_b2,2431,2552,2552,False,True,5,queen,False,False,True,middlegame,False,True,False,False,False
r1b1r1k1/5ppp/pp1p4/3Pnq2/P3R3/4P2P/1PB1QPP1/R3B1K1 b - - 0 22,44,?,f5d7,-324,113,c8d7,0.0233,0.0221,0.0205,0.0176,f5g5,f5g5,f5g5,f5g5,196.0,0.0233,-0.0057,True,elite,03_elite_b2,2555,2612,2612,False,True,6,queen,False,False,True,middlegame,False,True,False,False,False
1rb2rk1/4bppp/p1n1p3/Ppn5/4P3/3qNNP1/1PQB1PBP/2R2RK1 b - - 3 18,36,?,c8b7,214,130,c8b7,0.0183,0.0212,0.0257,0.0323,d3c2,d3c2,d3c2,d3c2,239.0,0.0323,0.014,True,elite,03_elite_b2,2556,2612,2612,True,False,2,bishop,False,False,True,middlegame,True,False,False,False,False
1qr2rk1/1b1nbppp/1p2pn2/8/1PNNP3/1Q4P1/1B3PBP/R2R2K1 b - - 2 22,44,?,c8d8,-96,9,f8d8,0.0029,0.0014,0.0005,0.0002,b7e4,b7e4,b7e4,b7e4,199.0,0.0029,-0.0027,True,elite,03_elite_b2,3063,2782,2782,False,True,2,rook,False,False,True,middlegame,False,False,False,False,False
q1r4k/3Q2p1/7p/1p6/1P6/6P1/5P1P/3R2K1 b - - 3 34,68,?,a8a6,-212,21,a8a6,0.0051,0.0051,0.0045,0.0043,c8b8,c8b8,c8f8,c8f8,128.0,0.0051,-0.0008,True,elite,03_elite_b2,3063,2782,2782,True,False,5,queen,False,False,True,endgame,True,False,False,False,False
4r3/3n1qk1/pR1Q2p1/4p3/P1P5/1PN2PP1/6K1/8 b - - 1 34,68,?,e8f8,159,176,d7b6,0.0287,0.0326,0.0363,0.0494,d7b6,d7b6,d7b6,d7b6,202.0,0.0494,0.0207,True,elite,03_elite_b2,2572,2539,2539,False,True,5,rook,False,False,True,endgame,False,False,False,False,False
1R6/1p1bbpk1/1P1p2p1/3Pp1Pp/4P3/1r2B2P/5PK1/5B2 b - - 13 34,68,?,d7h3,-237,33,e7g5,0.0236,0.025,0.0248,0.0229,d7b5,d7b5,d7b5,d7b5,226.0,0.025,-0.0007,True,elite,03_elite_b2,2433,2550,2550,False,True,6,bishop,True,True,False,endgame,True,False,False,False,False
r4r1k/4bppP/3pp3/7P/3Nq3/1p2B3/1PPQ4/1K3R1R b - - 1 26,52,?,a8a1,489,294,a8a1,0.0072,0.006,0.0046,0.0048,b3c2,b3c2,b3c2,b3c2,526.0,0.0072,-0.0024,True,elite,03_elite_b2,2604,2562,2562,True,False,7,rook,False,True,False,middlegame,True,False,False,False,False
r1q1r1k1/1b1R1pbp/p1n3p1/1pQ5/2p2B2/2P1PN2/PP2BPPP/3R2K1 b - - 4 20,40,?,c6d4,-86,186,g7f8,0.0013,0.0014,0.0014,0.0014,g7f8,g7f8,g7f8,g7f8,225.0,0.0014,0.0001,True,elite,03_elite_b2,2645,2641,2641,False,True,6,knight,False,False,True,middlegame,True,False,False,False,False
r3r3/1pqb1nkn/p2p1pp1/2pP4/P3PP1p/R1N4P/1P1QBNP1/2R3K1 b - - 4 24,48,?,c7a5,-65,27,a8b8,0.0337,0.026,0.0249,0.0282,g6g5,g6g5,g6g5,g6g5,120.0,0.0337,-0.0055,True,elite,03_elite_b2,2547,2476,2476,False,True,2,queen,False,False,True,middlegame,True,False,False,False,False
1rbqkb1r/5ppp/p1n1p3/3n4/Np3P2/8/PPPB1QPP/1K1R1BNR b k - 1 12,24,?,d5c3,410,265,f8e7,0.035,0.0213,0.0115,0.0079,c8d7,c8d7,d8a5,d8a5,276.0,0.035,-0.0271,True,elite,03_elite_b2,2418,2528,2528,False,True,2,knight,False,True,False,opening,True,False,False,False,False
1rb1k2r/5ppp/p3p3/q3N3/1n3P2/bPp1B3/P1P2QPP/1K1R1B1R b k - 5 18,36,?,a3c1,-171,109,e8g8,0.0084,0.0061,0.0051,0.0057,a3b2,a3b2,a3b2,a3b2,163.0,0.0084,-0.0027,True,elite,03_elite_b2,2418,2528,2528,False,True,6,bishop,False,False,True,middlegame,True,False,False,False,False
3r2k1/ppq2bp1/5p2/2b5/PnN1R3/1Q1P2PP/1B5K/5B2 b - - 4 28,56,?,c5g1,349,204,f7d5,0.0041,0.0046,0.0051,0.0056,f7g6,f7g6,f7d5,f7d5,201.0,0.0056,0.0015,True,elite,03_elite_b2,2659,2627,2627,False,True,0,bishop,False,True,False,middlegame,True,False,False,False,False
r3r1k1/1p3pbp/2p5/pP6/3PBP2/2R2KP1/P6P/4R3 b - - 0 30,60,?,f7f5,46,155,f7f5,0.0223,0.0247,0.0281,0.0308,c6b5,g7d4,g7d4,g7d4,187.0,0.0308,0.0085,True,elite,03_elite_b2,2430,2553,2553,True,False,5,pawn,False,False,True,endgame,True,False,True,False,False
1nk3rr/3q1pp1/1p2p2p/p2pPn1P/b1pP1PRN/P1P1B3/2PQB1P1/R3K3 b Q - 4 20,40,?,a4c2,114,55,f5e3,0.0023,0.0025,0.0031,0.0051,f5h4,f5h4,f5h4,f5h4,135.0,0.0051,0.0028,True,elite,03_elite_b2,2473,2552,2552,False,True,2,bishop,True,False,False,middlegame,True,False,False,False,False
r2qr1k1/1b2ppbp/p1pp1np1/3P2P1/1n2P3/2N1BN1P/1PPQBP2/2KR3R b - - 0 14,28,?,d8a5,450,6,f6d7,0.0245,0.0176,0.0139,0.0115,f6d7,f6d7,f6d7,f6d7,257.0,0.0245,-0.013,True,elite,03_elite_b2,2475,2546,2546,False,True,2,queen,False,False,True,middlegame,True,False,False,False,False
r1b2rk1/p1p1q1pp/n1P2n2/P3pp2/1p1p4/1N1Q1PP1/1PP1PBBP/R4RK1 b - - 2 18,36,?,e7e6,-95,30,a6c5,0.0259,0.0202,0.0142,0.0104,a6c5,a6c5,a6c5,a6c5,126.0,0.0259,-0.0155,True,elite,03_elite_b2,2554,2429,2429,False,True,2,queen,False,False,True,middlegame,True,False,False,False,False
r4rk1/p3nbb1/3p2pp/q1PP1p2/3B1P2/2P4N/P2Q2BP/2KR3R b - - 2 20,40,?,f8b8,599,10,a5a3,0.0035,0.0029,0.0026,0.0033,d6c5,d6c5,d6c5,d6c5,376.0,0.0035,-0.0002,True,elite,03_elite_b2,2543,2693,2693,False,True,0,rook,False,False,True,middlegame,False,False,False,False,False
r1r3k1/3Q1pbp/6p1/3N4/P2Nn3/3pP2P/1B3qP1/R2R3K b - - 1 28,56,?,c8e8,0,0,e4g3,0.0086,0.0101,0.0107,0.0111,f2b2,f2b2,f2b2,f2b2,393.0,0.0111,0.0025,True,elite,03_elite_b2,2718,2742,2742,False,True,7,rook,False,False,True,middlegame,False,False,False,False,False
2kr3r/1p4p1/1P6/5b1p/3B1n1P/2P2Pp1/PP4B1/R3R1K1 b - - 0 24,48,?,f4g6,-256,10,h8e8,0.0066,0.0067,0.0066,0.0065,f4g2,f4g2,f4g2,f4g2,183.0,0.0067,-0.0001,True,elite,03_elite_b2,2415,2577,2577,False,True,5,knight,False,False,True,middlegame,False,True,False,False,False
2krr3/1p4p1/1P6/5b1p/7P/2PnBPp1/PP2R1B1/R5K1 b - - 4 26,52,?,e8e7,145,8,d3f4,0.0197,0.0159,0.0132,0.0127,d3f4,d3f4,d3f4,d3f4,145.0,0.0197,-0.007,True,elite,03_elite_b2,2415,2577,2577,False,True,5,rook,False,False,True,middlegame,True,False,False,False,False
2krr3/1p4p1/1P6/5b1p/7P/2PnBPp1/PP2R1B1/R5K1 b - - 8 28,56,?,e8e6,133,2,d3b2,0.0286,0.0291,0.0301,0.0322,d3f4,d3f4,d3f4,d3f4,127.0,0.0322,0.0036,True,elite,03_elite_b2,2415,2577,2577,False,True,5,rook,False,False,True,middlegame,True,False,False,False,False
2r2bk1/1p1q1pp1/2b2n1p/r2p4/p6B/2N1PN1P/PPR2PP1/2RQ2K1 b - - 23 28,56,?,d7d6,-54,2,f6e8,0.0246,0.0253,0.0189,0.0126,a4a3,f6e4,f6e4,f6e4,328.0,0.0253,-0.012,True,elite,03_elite_b2,2834,2706,2706,False,True,2,queen,False,False,True,middlegame,True,False,False,False,False
r3k3/pb3p2/4p2b/2P1P3/1pp1N1P1/5K2/PP6/R2R4 b q - 0 28,56,?,a8c8,-38,4,c4c3,0.0347,0.0317,0.0311,0.0314,f7f5,e8e7,e8e7,e8e7,201.0,0.0347,-0.0033,True,elite,03_elite_b2,3008,2930,2930,False,True,5,rook,False,False,True,endgame,False,False,False,False,False
1b2B1k1/p3rpp1/7p/3p4/6Q1/qPB3P1/P4P2/3R1bK1 b - - 1 26,52,?,d5d4,-292,140,f7f5,0.0116,0.014,0.016,0.0184,f1e2,b8e5,b8e5,b8e5,150.0,0.0184,0.0068,True,elite,03_elite_b2,2545,2612,2612,False,True,6,pawn,False,False,True,middlegame,True,False,True,False,False
r3r3/pp2q1pk/2p1bp2/5n2/P3NQR1/3R4/1PP2PPP/6K1 b - - 1 24,48,?,e8d8,403,2,f5h6,0.015,0.006,0.004,0.0058,f5h6,f5h6,f5h6,f5h6,141.0,0.015,-0.0092,True,elite,03_elite_b2,2429,2500,2500,False,True,0,rook,False,False,True,middlegame,False,False,False,False,False
6r1/1p1bkr2/p3p3/P2pB3/3N1P2/3B1K2/2P3P1/7R b - - 6 34,68,?,g8g5,-516,80,g8c8,0.0236,0.0223,0.0214,0.0205,d7a4,d7a4,d7a4,d7a4,111.0,0.0236,-0.0031,True,elite,03_elite_b2,2387,2533,2533,False,True,1,rook,False,False,True,middlegame,True,False,False,False,False
r4kr1/1p3q2/p2bRBp1/2pQ1n1p/5P2/1P4P1/P1PP3P/5RK1 b - - 2 22,44,?,f7c7,-179,156,g8g7,0.0062,0.0073,0.0092,0.0106,a8e8,a8e8,a8e8,a8e8,204.0,0.0106,0.0044,True,elite,03_elite_b2,2516,2556,2556,False,True,6,queen,False,False,True,middlegame,False,False,False,False,False
3q1rk1/p2nbpp1/1p2pn1p/3p4/3P4/2NQ2P1/Pr1BPPBP/R2R2K1 b - - 1 18,36,?,b6b5,-2,14,b6b5,0.0133,0.008,0.0041,0.0025,e7b4,e7b4,e7b4,e7b4,181.0,0.0133,-0.0108,True,elite,03_elite_b2,2950,2964,2964,True,False,2,pawn,False,False,True,middlegame,True,False,True,False,False
r3rnk1/3q1pb1/6pp/p1R1pn2/2P5/PQB3PP/3N1PK1/2N1R3 b - - 0 30,60,?,f5h4,116,27,f8e6,0.0019,0.0013,0.0007,0.0004,f8e6,f5d4,f5d4,f5d4,116.0,0.0019,-0.0015,True,elite,03_elite_b2,2534,2542,2542,False,True,2,knight,False,True,False,middlegame,True,False,False,False,False
4rbk1/p1p3p1/2Nq3p/3p4/1P1Nr1b1/P2Q4/5PPP/2R2RK1 b - - 1 22,44,?,a7a6,11,22,a7a6,0.0119,0.0086,0.0088,0.0118,g4e2,g4e2,g4e2,g4e2,219.0,0.0119,-0.0001,True,elite,03_elite_b2,2692,2998,2998,True,False,2,pawn,False,False,True,middlegame,True,False,True,False,False
5bk1/N3q1p1/4r3/Q2p4/1P5P/P4P1b/6RP/5RK1 b - - 2 34,68,?,e7f7,251,117,e7f7,0.0019,0.0014,0.0013,0.0016,h3g2,h3g2,h3g2,h3g2,107.0,0.0019,-0.0003,True,elite,03_elite_b2,2692,2998,2998,True,False,0,queen,False,False,True,middlegame,False,False,False,False,False
r1bb1rk1/ppq2ppp/2p5/2N5/1PBP1Bn1/8/P2Q1PPP/R3R1K1 b - - 2 20,40,?,d8g5,-185,320,d8g5,0.0079,0.0025,0.001,0.0003,c7b6,c7b6,c7b6,c7b6,354.0,0.0079,-0.0076,True,elite,03_elite_b2,2989,2696,2696,True,False,6,bishop,False,False,True,middlegame,True,False,False,False,False
r4rk1/p5pp/1pp1p3/6B1/1P1P1Pn1/3N3q/P3Q3/R2KR3 b - - 2 28,56,?,e6e5,-227,41,e6e5,0.0229,0.0189,0.0171,0.0174,a8e8,a8e8,a8e8,a8e8,100.0,0.0229,-0.0055,True,elite,03_elite_b2,2989,2696,2696,True,False,7,pawn,False,False,True,middlegame,True,False,True,False,False
r2r2k1/3qbppp/2p1p3/1p2P2N/2nP4/P1Q5/1P3PPP/2BR1RK1 b - - 11 26,52,?,c4e5,-102,2,g7g6,0.0048,0.0033,0.0021,0.0012,g7g6,d7d5,d7d5,d7d5,316.0,0.0048,-0.0036,True,elite,03_elite_b2,2548,2678,2678,False,True,2,knight,True,False,False,middlegame,False,True,False,False,False
3q1r1k/1p2bb1p/2p1Bnp1/p1P1Q3/P2B1N1P/1P2P3/8/5R1K b - - 4 32,64,?,f7e8,-479,29,b7b6,0.0351,0.037,0.0341,0.0305,f7e6,f7e6,f7e6,h8g7,207.0,0.037,-0.0046,True,elite,03_elite_b2,2550,2457,2457,False,True,6,bishop,False,False,True,middlegame,False,True,False,False,False
3q3k/4br1p/1pp1Nnp1/p1P1Q3/P2B3P/1P2P3/8/5R1K b - - 1 34,68,?,d8c8,-413,130,d8c8,0.0161,0.0145,0.0133,0.0136,d8d5,d8d5,d8d5,d8d5,255.0,0.0161,-0.0025,True,elite,03_elite_b2,2550,2457,2457,True,False,6,queen,False,False,True,middlegame,False,False,False,False,False
4rr1k/1pb3p1/1nb3Pp/p5R1/P1PR1p2/1P5Q/1B3P1P/2K5 b - - 5 28,56,?,c6g2,-540,42,h8g8,0.0006,0.0005,0.0003,0.0002,e8e1,e8e1,e8e1,e8e1,578.0,0.0006,-0.0004,True,elite,03_elite_b2,2525,2562,2562,False,True,1,bishop,False,False,True,middlegame,True,False,False,False,False
3r2k1/1pp1Rpb1/7p/p4bp1/3p4/3P2P1/1PPQ1PBP/q3N1K1 b - - 3 22,44,?,g7f6,213,2,d8d7,0.0457,0.0266,0.0171,0.0174,a1b2,a1b2,a1b2,a1b2,234.0,0.0457,-0.0283,True,elite,03_elite_b2,2525,2656,2656,False,True,0,bishop,False,False,True,middlegame,True,False,False,False,False
4R3/1Bpr1pbk/7p/p4bp1/3p4/3P2P1/1PPQ1P1P/q3N1K1 b - - 0 24,48,?,d7d6,-18,9,a1b2,0.0136,0.0107,0.0092,0.0104,a1b2,a1b2,a1b2,a1b2,140.0,0.0136,-0.0032,True,elite,03_elite_b2,2525,2656,2656,False,True,5,rook,False,False,True,middlegame,True,False,False,False,False
2krr3/1p2p3/2p1b2p/p3Pp2/P1P2npP/1P6/1RPN1PP1/3RNK2 b - - 1 20,40,?,e6f7,57,1,f4g6,0.0268,0.0235,0.0209,0.0249,f4g6,f4g6,f4g6,f4g6,116.0,0.0268,-0.0019,True,elite,03_elite_b2,2451,2515,2515,False,True,2,bishop,False,False,True,middlegame,False,True,False,False,False
r3rb1k/2q4n/3p1P2/3n2PQ/p2B3P/1Pp4R/P1P1NN2/2R1K3 b - - 2 28,56,?,e8e5,-511,16,e8e2,0.0038,0.0044,0.0056,0.0074,d5f4,d5f4,d5f4,d5f4,388.0,0.0074,0.0036,True,elite,03_elite_b2,2522,2358,2358,False,True,6,rook,False,False,True,middlegame,True,False,False,False,False
r2r2k1/2b2npp/p1q2p2/8/P4P2/2B4P/1P1N1QP1/4RR1K b - - 3 26,52,?,d8e8,-79,14,c6a4,0.0494,0.0376,0.0287,0.0254,c6a4,c6a4,c6a4,c6a4,210.0,0.0494,-0.024,True,elite,03_elite_b2,2626,2572,2572,False,True,5,rook,False,False,True,middlegame,False,False,False,False,False
r3r1k1/2b2npp/p4p2/8/q3NP2/2B2Q1P/1P4P1/4RR1K b - - 3 28,56,?,a4d7,-245,46,a8d8,0.0201,0.0247,0.0236,0.019,f6f5,f7d6,f7d6,f7d6,293.0,0.0247,-0.0011,True,elite,03_elite_b2,2626,2572,2572,False,True,5,queen,False,False,True,middlegame,False,True,False,False,False
3rr1k1/2b2n1p/p4B2/8/q4P2/5Q1P/1P4P1/4RR1K b - - 0 30,60,?,a4c2,-215,153,a4c2,0.0028,0.0021,0.0019,0.0022,e8e1,e8e1,e8e1,e8e1,526.0,0.0028,-0.0006,True,elite,03_elite_b2,2626,2572,2572,True,False,6,queen,False,False,True,middlegame,True,False,False,False,False
3r2k1/1pp2ppp/2p1r3/p1P1P3/N6q/P3B2b/1PQ1BP2/R2R2K1 b - - 4 24,48,?,d8d5,85,127,d8d1,0.0162,0.0138,0.0132,0.0182,e6g6,e6g6,e6g6,e6g6,125.0,0.0182,0.002,True,elite,03_elite_b2,2650,2556,2556,False,True,7,rook,False,False,True,middlegame,True,False,False,False,False
3R2k1/1pp2qp1/2p1bP2/p1P5/4N2B/P4p2/1P3P2/6K1 b - - 1 34,68,?,f7f8,-544,80,f7f8,0.0222,0.0103,0.0064,0.0053,g8h7,g8h7,g8h7,g8h7,103.0,0.0222,-0.0169,True,elite,03_elite_b2,2650,2556,2556,True,False,5,queen,False,False,True,endgame,False,True,False,False,False
1k1r3r/3pq1p1/1pbNp3/pN5p/1bP1B1n1/1P5P/4QPP1/R2R2K1 b - - 0 24,48,?,e7h4,34,16,d8f8,0.0113,0.0099,0.01,0.0139,c6e4,c6e4,c6e4,c6e4,1507.0,0.0139,0.0026,True,elite,03_elite_b2,2556,2532,2532,False,True,2,queen,False,False,True,middlegame,True,False,False,False,False
1k3r1r/3p2p1/1p1qp3/p1b4p/2PNQ1n1/1P3B1P/5PP1/R2R2K1 b - - 4 28,56,?,f8f3,381,297,f8f3,0.0314,0.0293,0.0302,0.0299,d6h2,d6h2,d6h2,d6h2,381.0,0.0314,-0.0015,True,elite,03_elite_b2,2556,2532,2532,True,False,6,rook,True,False,False,middlegame,True,False,False,False,False
6k1/p3rpp1/4r2p/2pq4/3P2b1/2P1RNB1/P1P1QPK1/R7 b - - 0 22,44,?,e6f6,47,60,e6f6,0.0204,0.0174,0.0152,0.0138,e6e3,e6e3,e6e3,e6e3,130.0,0.0204,-0.0066,True,elite,03_elite_b2,2540,2643,2643,True,False,7,rook,False,False,True,middlegame,False,False,False,False,False
6k1/p3rpp1/7p/2pqBr2/3P2b1/2P1RN2/P1P1QPK1/1R6 b - - 4 24,48,?,c5c4,65,6,d5c6,0.0111,0.0072,0.006,0.0054,c5d4,c5d4,c5d4,c5d4,283.0,0.0111,-0.0057,True,elite,03_elite_b2,2540,2643,2643,False,True,7,pawn,False,False,True,middlegame,True,False,True,False,False
6k1/p4pp1/2q1r3/4Br1p/2pP2b1/2P1RN2/P1P2PK1/1R1Q4 b - - 3 28,56,?,g4f3,463,129,c6d5,0.0327,0.0193,0.0105,0.0068,e6g6,e6g6,e6g6,e6g6,150.0,0.0327,-0.0259,True,elite,03_elite_b2,2540,2643,2643,False,True,7,bishop,True,True,False,middlegame,True,False,False,False,False
6k1/p2rbp2/b3p2B/2p1P3/2P3Pp/R2BK3/P6P/8 b - - 7 30,60,?,a6b5,-98,1,a6c8,0.0005,0.0004,0.0003,0.0003,a6b7,a6b7,a6b7,a6b7,122.0,0.0005,-0.0002,True,elite,03_elite_b2,2990,2705,2705,False,True,5,bishop,False,False,True,endgame,True,False,False,False,False
r2qr1k1/1p1n1ppp/3Nb2b/p1pnP3/P2p4/1P1Q1N2/1BP2PPP/R3RBK1 b - - 3 20,40,?,d7e5,90,181,d5b4,0.0068,0.004,0.0026,0.0019,e8e7,e8e7,e8e7,e8e7,199.0,0.0068,-0.0049,True,elite,03_elite_b2,2584,2649,2649,False,True,2,knight,True,False,False,middlegame,True,False,False,False,False
2kr2r1/bppq1p2/p2p1pb1/n2PpN2/4P1P1/1BN2Q2/PPP2P2/R4R1K b - - 2 20,40,?,a7d4,184,23,a7d4,0.0041,0.0035,0.0037,0.0049,g8h8,g8h8,g8h8,g8h8,160.0,0.0049,0.0008,True,elite,03_elite_b2,2434,2602,2602,True,False,2,bishop,False,False,True,middlegame,True,False,False,False,False
2kr4/1pp2p2/p2p1p2/n2P4/8/1BN1p1QR/PPP4K/5q2 b - - 2 30,60,?,d8e8,236,40,d8e8,0.0361,0.0296,0.0286,0.0348,e3e2,e3e2,e3e2,e3e2,228.0,0.0361,-0.0013,True,elite,03_elite_b2,2434,2602,2602,True,False,7,rook,False,False,True,middlegame,False,False,False,False,False
r1b1k2r/2qn1ppp/p2ppb2/1B6/3NPPP1/2N2Q2/PPP4P/2KR3R b kq - 0 12,24,?,a8b8,-80,86,a8b8,0.0014,0.0005,0.0003,0.0002,a6b5,a6b5,a6b5,a6b5,216.0,0.0014,-0.0012,True,elite,03_elite_b2,2971,2647,2647,True,False,2,rook,False,False,True,opening,False,False,False,False,False
r1b3q1/5k2/2p1pp1p/1p6/1Q1P1b2/8/2B2PPP/1R2R1K1 b - - 0 34,68,?,g8f8,-311,16,g8f8,0.0067,0.0063,0.0049,0.0039,a8a2,c8d7,c8d7,c8d7,109.0,0.0067,-0.0028,True,elite,03_elite_b2,2965,2376,2376,True,False,5,queen,False,False,True,middlegame,False,False,False,False,False
2bq1rk1/1pp1b2p/3p1np1/2nP2N1/2P5/P4BP1/PBQ4P/4RRK1 b - - 1 18,36,?,f6d7,-335,98,c8f5,0.0253,0.0192,0.0114,0.0068,c8f5,c8f5,c8f5,c8f5,138.0,0.0253,-0.0185,True,elite,03_elite_b2,2541,2663,2663,False,True,6,knight,False,False,True,middlegame,False,True,False,False,False
5bk1/qpp4p/3p1Bp1/3P4/2P5/P2n1BPK/P3Q2P/4RR2 b - - 0 24,48,?,d3e5,-935,395,d3e1,0.027,0.0245,0.0222,0.0223,d3e1,d3e1,d3e1,d3e1,1064.0,0.027,-0.0047,True,elite,03_elite_b2,2541,2663,2663,False,True,1,knight,False,False,True,middlegame,False,True,False,False,False
r2q1rk1/1pp2ppn/p1n1b2p/3p2P1/3P1N1P/2NB1P2/PPPQ4/2KR3R b - - 2 14,28,?,c6b4,-319,36,g8h8,0.0112,0.0085,0.0101,0.0135,h6g5,h6g5,h6g5,h6g5,489.0,0.0135,0.0023,True,elite,03_elite_b2,2585,2403,2403,False,True,6,knight,False,False,True,middlegame,True,False,False,False,False
