fen,ply,game_id,engine_best,best_cp,engine_margin,played_move,p_engine_move_1100,p_engine_move_1400,p_engine_move_1700,p_engine_move_2000,human_top_1100,human_top_1400,human_top_1700,human_top_2000,human_cost_cp,p_max,p_slope,machine_unique,source,batch,white_elo,black_elo,mover_elo,real_found,hard_core,family,sim,margin
6k1/1R4p1/1pp5/3bBn1p/r2P4/P2N1P1P/1P4P1/6K1 b - - 0 30,60,o7J80gfW,a4c4,-285,143,b6b5,0.0476,0.033,0.0264,0.0281,b6b5,b6b5,b6b5,b6b5,144.0,0.0476,-0.0195,True,club,03_bands_club,2067,2037,2037,False,True,5,0.629,0.0258
r2qk2r/p1p2p2/1pbp3p/3N2p1/2P1P3/3B2BP/Pb3PP1/R2Q1RK1 b kq - 1 14,28,voHHg5Bs,c6d5,-472,55,b2a1,0.024,0.0211,0.019,0.0142,b2a1,b2a1,b2a1,b2a1,106.0,0.024,-0.0098,True,club,03_bands_club,2354,2320,2320,False,True,1,0.7022,0.1341
r3r1k1/2pb1p2/2nb1q1p/p3p1p1/1p2P3/2P2NBP/PPQ1BPP1/3R1RK1 b - - 1 18,36,nhEwaXvc,e8b8,-22,8,a8d8,0.008,0.0095,0.0127,0.0166,b4c3,b4c3,b4c3,d7e6,180.0,0.0166,0.0086,True,club,03_bands_club,2133,2089,2089,False,True,2,0.7358,0.1342
3rr3/2pb1pk1/2nb2q1/p3p1pp/1pB1P3/2P2PBP/PPQR2PN/5RK1 b - - 1 22,44,nhEwaXvc,g6f6,21,3,d7e6,0.0049,0.0039,0.0033,0.0031,h5h4,h5h4,h5h4,h5h4,122.0,0.0049,-0.0018,True,club,03_bands_club,2133,2089,2089,False,True,2,0.681,0.1845
2kr2nr/p1p5/Pp2qp2/2nNp3/4P2p/1PP4P/2Q1BRP1/R5K1 b - - 0 22,44,3QebND49,e6e8,-327,3,c8b8,0.0003,0.0002,0.0002,0.0002,g8e7,g8e7,g8e7,g8e7,118.0,0.0003,-0.0001,True,club,03_bands_club,2019,2010,2010,False,True,6,0.7324,0.1803
2b5/3pN1bk/5rp1/1P5p/4P2P/5pNP/P2q1Q2/R5K1 b - - 3 28,56,JM5f6prw,d2d3,376,82,d2c3,0.0265,0.02,0.0171,0.0169,d2f2,d2f2,d2f2,d2f2,394.0,0.0265,-0.0096,True,club,03_bands_club,2024,2012,2012,False,True,0,0.6054,0.2524
5rk1/p4ppp/P1N5/2bp3b/1P6/2P4P/5PP1/2R2K2 b - - 0 28,56,exoAx7R7,f8c8,376,168,c5b6,0.0337,0.0156,0.0065,0.0041,c5b6,c5b6,c5b6,c5b6,284.0,0.0337,-0.0296,True,club,03_bands_club,2127,2086,2086,False,True,5,0.4154,0.0275
rn1qkb1r/p4ppp/2p1pn2/1p3b2/P1pP4/5NP1/1P1NPPBP/R1BQ1RK1 b kq - 0 8,16,pkMmjhKd,a7a5,-122,63,f6e4,0.019,0.0158,0.0136,0.01,f8b4,f8b4,b8d7,b8d7,152.0,0.019,-0.009,True,club,03_bands_club,2269,2200,2200,False,True,3,0.7155,0.3027
r2q1r1k/pb2b1pp/1pn1B1n1/2Pp4/8/4BN1P/PP3PP1/RN1Q1RK1 b - - 0 14,28,50cI3x3S,e7f6,133,26,f8f3,0.0066,0.006,0.0057,0.0073,b6c5,e7c5,e7c5,e7c5,184.0,0.0073,0.0007,True,club,03_bands_club,2083,2083,2083,False,True,2,0.5829,0.0502
r6k/pb4pp/1pn1Bqn1/2b5/3p1PQ1/7P/PP1B1P2/RN3RK1 b - - 2 18,36,50cI3x3S,c6e5,593,287,c6e7,0.0358,0.0313,0.0283,0.025,a8e8,a8e8,a8f8,a8f8,425.0,0.0358,-0.0108,True,club,03_bands_club,2083,2083,2083,False,True,0,0.6409,0.1844
2rqk1r1/3bb3/1p2p3/pN1p1p2/3B1Np1/2PB1nP1/2Q4P/1R3R1K b - - 2 24,48,LKZnKCbS,e8f7,-296,15,e7f6,0.0127,0.0162,0.0244,0.039,f3d4,f3d4,f3d4,f3d4,210.0,0.039,0.0263,True,club,03_bands_club,2000,2039,2039,False,True,7,0.6551,0.1267
r4rk1/1p1bnp1p/1q2p1p1/pP1pP3/3P3Q/P1NBbN2/6PP/R4R1K b - - 1 18,36,hWqPOlEN,b6c7,-208,54,b6d8,0.0365,0.036,0.0232,0.0127,e7f5,e7f5,e7f5,e7f5,217.0,0.0365,-0.0238,True,club,03_bands_club,2303,2217,2217,False,True,2,0.5833,0.0281
8/8/4RNkp/pP2Ppp1/r7/7P/6P1/7K b - - 0 34,68,hWqPOlEN,f5f4,-435,32,a4b4,0.0498,0.0436,0.0401,0.0422,a4b4,a4b4,a4b4,a4b4,255.0,0.0498,-0.0076,True,club,03_bands_club,2303,2217,2217,False,True,1,0.8225,0.3989
1r5r/1q2kp2/4p2b/p1ppPp2/2p2P1P/N1P5/PP1Q2R1/1K4R1 b - - 1 28,56,juzfBsw2,h8d8,210,58,a5a4,0.0347,0.03,0.027,0.0265,a5a4,a5a4,a5a4,a5a4,173.0,0.0347,-0.0082,True,club,03_bands_club,2119,2060,2060,False,True,0,0.5561,0.0943
2r3k1/pb2q1r1/1p1nN2Q/3pR3/8/3B4/P4PPP/6K1 b - - 10 32,64,0xvCaXeS,c8c3,131,37,d6e4,0.0431,0.0357,0.036,0.0404,d6f7,d6f7,d6f7,d6f7,2130.0,0.0431,-0.0027,True,club,03_bands_club,2169,2071,2071,False,True,6,0.5783,0.1919
r2r4/1R3pkp/8/2N1n3/p5P1/3p1P2/P4KP1/3R4 b - - 1 26,52,XlOD3jpi,g7g6,0,0,g7g8,0.0326,0.0244,0.0147,0.0106,d3d2,d3d2,d3d2,a8a5,486.0,0.0326,-0.022,True,club,03_bands_club,2148,2015,2015,False,True,5,0.4783,0.0473
6k1/1b3pp1/1p1q3p/pPr5/P2Np1Q1/4P2P/5PP1/3R2K1 b - - 1 30,60,HKzwmHe6,h6h5,-23,9,b7c8,0.0281,0.0156,0.0111,0.0138,c5g5,c5g5,c5g5,c5g5,135.0,0.0281,-0.0143,True,club,03_bands_club,2027,2047,2047,False,True,5,0.5879,0.1182
6k1/1b1n3p/2qPp1p1/2p2r2/P2p4/R4PB1/1P5P/3QR1K1 b - - 0 28,56,yLWv9Abb,c5c4,0,0,e6e5,0.0156,0.0123,0.0121,0.013,f5f3,f5f3,f5f3,f5f3,465.0,0.0156,-0.0026,True,club,03_bands_club,2143,2168,2168,False,True,0,0.5473,0.0403
r2qkbnr/5ppp/p1pp2b1/8/3NP1P1/7P/PP3P2/RNBQ1RK1 b kq - 0 12,24,09lgB3XE,h7h5,-103,12,d8b6,0.0023,0.0018,0.0015,0.0023,g6e4,g6e4,g6e4,g6e4,326.0,0.0023,0.0,True,club,03_bands_club,2066,2064,2064,False,True,3,0.5992,0.0326
1rb2rk1/4ppbp/3p1np1/q7/p2PP1P1/3BB2P/PP1N1P2/R2Q1K1R b - - 4 16,32,HV0jd6Wx,h7h5,29,2,c8a6,0.0053,0.0036,0.0021,0.0023,b8b2,b8b2,b8b2,b8b2,315.0,0.0053,-0.003,True,club,03_bands_club,2114,2052,2052,False,True,2,0.6497,0.1034
1r3rk1/4ppbp/3p1np1/q7/p2PP1P1/3QB2P/PP1N1P2/R4K1R b - - 0 18,36,HV0jd6Wx,f6e8,-24,2,h7h5,0.0006,0.0005,0.0003,0.0002,b8b2,b8b2,b8b2,b8b2,277.0,0.0006,-0.0004,True,club,03_bands_club,2114,2052,2052,False,True,2,0.5664,0.0453
1r3rk1/3nppb1/3p2p1/q5Pp/p2PP2P/3QB3/PP1N1P2/R4K1R b - - 0 20,40,HV0jd6Wx,d6d5,94,21,d6d5,0.0081,0.0049,0.003,0.0022,b8b2,b8b2,b8b2,b8b2,423.0,0.0081,-0.0059,True,club,03_bands_club,2114,2052,2052,True,False,2,0.5848,0.0063
1r4k1/p2q1ppp/Q7/2PB4/P7/6P1/1P2PP1P/R2R2K1 b - - 0 22,44,ClNXsxLP,h7h5,-946,8,d7f5,0.0073,0.0089,0.0114,0.0165,b8b2,b8b2,b8b2,b8b2,1048.0,0.0165,0.0092,True,club,03_bands_club,2145,2085,2085,False,True,1,0.8488,0.4363
4bk2/1p1r2p1/3Pr2p/1RP2p2/4p2P/2K1B1P1/5P2/2R5 b - - 0 34,68,m0q9mn9j,d7d6,-127,20,d7f7,0.0045,0.0035,0.0033,0.0036,f8f7,f8f7,f8f7,f8f7,355.0,0.0045,-0.0009,True,club,03_bands_club,2179,2129,2129,False,True,5,0.5179,0.0742
r1bq1rk1/4bppp/2n2n2/pp1p4/2pP4/P1P1BN1P/1PQNBPP1/R4RK1 b - - 1 12,24,Ncl97fOU,e7d6,63,8,g7g6,0.0363,0.0356,0.0284,0.0242,b5b4,b5b4,b5b4,b5b4,234.0,0.0363,-0.0121,True,club,03_bands_club,2009,2041,2041,False,True,2,0.6867,0.0008
r2q1rk1/4bp1p/2n2np1/pp1p1b2/2pP4/PPP1BN1P/3NBPP1/R2Q1RK1 b - - 0 14,28,Ncl97fOU,e7d6,69,5,f6d7,0.0346,0.0391,0.0427,0.0434,b5b4,b5b4,f6e4,f6e4,110.0,0.0434,0.0088,True,club,03_bands_club,2009,2041,2041,False,True,3,0.6893,0.0224
2kr3r/pppq1p2/1nn1b2p/1B2P1p1/5p2/P1BQ4/1PP1N1PP/R4RK1 b - - 4 16,32,J4sGDRXB,d7e7,414,179,d7d3,0.0417,0.0382,0.0389,0.0409,d7d3,d7d3,d7d3,d7d3,180.0,0.0417,-0.0008,True,club,03_bands_club,2013,2091,2091,False,True,0,0.6742,0.1174
2r1kb1r/p2nnpp1/4p2p/q2pP3/1ppP1P1P/4B1N1/PPP1N1P1/1K1Q1R1R b k - 1 16,32,hvCCegoN,c8c6,177,37,e7c6,0.0139,0.013,0.0129,0.0111,b4b3,d7b6,d7b6,d7b6,108.0,0.0139,-0.0028,True,club,03_bands_club,2050,2155,2155,False,True,2,0.623,0.1715
2rr2k1/pBBn1ppp/3P4/3N3q/3Q2b1/6P1/PP5P/R3R1K1 b - - 2 26,52,q6T55cCD,f7f6,-595,6,g8h8,0.0031,0.0016,0.0011,0.0008,c8c7,c8c7,c8c7,c8c7,197.0,0.0031,-0.0023,True,club,03_bands_club,2021,2098,2098,False,True,1,0.9082,0.3413
3r3k/pB1n1ppp/3P4/3N3q/4Q1b1/6P1/PP5P/R3R1K1 b - - 1 28,56,q6T55cCD,f7f6,-492,40,g4e6,0.0135,0.011,0.0091,0.0091,d7c5,d7f6,g4e6,g4e6,101.0,0.0135,-0.0044,True,club,03_bands_club,2021,2098,2098,False,True,1,0.8777,0.3406
3r4/pBR2pkp/3PRp2/6q1/3Q4/6P1/PP5P/6K1 b - - 0 34,68,q6T55cCD,g5g6,-772,44,g5c1,0.0245,0.0234,0.0226,0.0215,g5f5,g5f5,g5f5,g5f5,524.0,0.0245,-0.003,True,club,03_bands_club,2021,2098,2098,False,True,1,0.8572,0.4417
r1b1k2r/1p1pbpp1/pqn1p3/4Pn1p/2B1NB2/5N1P/PP2QPP1/2RR2K1 b kq - 1 14,28,qOkrZ2J5,b6d8,-238,12,b6a7,0.0275,0.0442,0.0435,0.0418,f5d4,f5d4,f5d4,f5d4,299.0,0.0442,0.0143,True,club,03_bands_club,2172,2047,2047,False,True,6,0.6632,0.0634
rnbqnrk1/pp2ppbp/2p3p1/3pP3/3P4/2NBBN2/PPP2PPP/R2QK2R b KQ - 1 8,16,tgHqO1Y6,c6c5,8,82,c8g4,0.0136,0.01,0.0108,0.0221,f7f6,f7f6,c8g4,c8g4,106.0,0.0221,0.0085,True,club,03_bands_club,2032,2060,2060,False,True,3,0.8066,0.2197
rn1qnrk1/pp2ppbp/2p3p1/3pP3/3P4/2NBBP2/PPPQ1P1P/R3K2R b KQ - 0 10,20,tgHqO1Y6,c6c5,58,166,e7e6,0.0184,0.0157,0.0182,0.0282,e7e6,e7e6,e7e6,e7e6,158.0,0.0282,0.0098,True,club,03_bands_club,2032,2060,2060,False,True,3,0.6855,0.0665
2r2rk1/pp1nq1n1/4p1Q1/2ppP3/3P4/2N2P2/PPP2P2/2K3RR b - - 4 20,40,tgHqO1Y6,d7f6,-770,521,e7f7,0.0212,0.0144,0.0071,0.0035,c5d4,c5d4,c5d4,c5d4,1225.0,0.0212,-0.0177,True,club,03_bands_club,2032,2060,2060,False,True,6,0.75,0.1444
r2q1rk1/p2bppbp/2p3p1/2N1P3/2pP1PnN/8/P1PB2PP/R2Q1RK1 b - - 4 16,32,inCIPt1A,d7e6,-175,8,d7c8,0.0442,0.0367,0.0278,0.0193,e7e6,e7e6,e7e6,e7e6,383.0,0.0442,-0.0249,True,club,03_bands_club,2056,2071,2071,False,True,2,0.6115,0.0191
6k1/3r1p1p/pnp2Pp1/1p1p4/5Q1P/1BPq4/P5P1/5RK1 b - - 0 32,64,DzS32kWR,d7d6,-699,50,d3c3,0.0023,0.0016,0.001,0.0006,d3c3,d7d8,d7d8,d7d8,1287.0,0.0023,-0.0017,True,club,03_bands_club,2006,2033,2033,False,True,6,0.5191,0.0919
r1bk2r1/1q1p1p1p/p2Qp2n/1p2P3/4N1P1/5P2/PP2N2P/1KR2B1R b - - 4 22,44,zuhz73ih,b7b8,-652,58,f7f5,0.0305,0.0339,0.0375,0.0493,h6g4,h6g4,h6g4,h6g4,101.0,0.0493,0.0188,True,club,03_bands_club,2077,2063,2063,False,True,1,0.9063,0.3661
3kr3/3p3p/p3pP2/1p2q3/3NP1P1/nP6/PQ4BP/K1R5 b - - 0 34,68,zuhz73ih,e5g5,-671,84,e5d6,0.0015,0.001,0.0007,0.0006,b5b4,b5b4,b5b4,b5b4,1313.0,0.0015,-0.0009,True,club,03_bands_club,2077,2063,2063,False,True,1,0.9048,0.3735
r1bqkb1r/pp3ppp/2n2B2/4p3/4p3/3B1N2/PPP2PPP/RN1QK2R b KQkq - 0 8,16,5CkpfTtQ,d8a5,229,94,d8a5,0.0077,0.0112,0.0225,0.0404,d8f6,d8f6,d8f6,g7f6,113.0,0.0404,0.0327,True,club,03_bands_club,2013,2053,2053,True,False,3,0.4888,0.0157
r3kb1r/pp3ppp/2n5/q4b2/4N2B/2N1p3/PPQ2PPP/R4RK1 b kq - 1 14,28,5CkpfTtQ,f8b4,-25,11,c6d4,0.0363,0.0301,0.0261,0.025,e3f2,e3f2,e3f2,e3f2,200.0,0.0363,-0.0113,True,club,03_bands_club,2013,2053,2053,False,True,2,0.5746,0.0162
r4rk1/pp3ppp/4nB2/1q6/4N3/6Q1/Pb4PP/1R3R1K b - - 5 24,48,5CkpfTtQ,b5c6,161,256,f8d8,0.0094,0.0114,0.0125,0.0124,b2f6,b5e2,b5e2,g8h8,618.0,0.0125,0.003,True,club,03_bands_club,2013,2053,2053,False,True,6,0.5265,0.0081
4r1k1/5pp1/Q6p/1p2q3/8/P7/6PP/5R1K b - - 0 28,56,RO9WYv4O,e5d5,194,83,e5e2,0.0166,0.0181,0.0194,0.0195,e5e1,e5e1,e5e2,e5e2,109.0,0.0195,0.0029,True,club,03_bands_club,2043,2073,2073,False,True,0,0.4641,0.0798
2rq1rk1/p3bppp/bp2p3/3pP3/1n3P2/1P1P1NP1/PB1R2BP/R2Q2K1 b - - 7 18,36,ZOp6NYI1,d5d4,48,65,d8d7,0.03,0.0183,0.0107,0.0056,e7c5,e7c5,e7c5,e7c5,108.0,0.03,-0.0244,True,club,03_bands_club,2162,2014,2014,False,True,2,0.6627,0.153
r1b2r1k/1p2P3/1np2ppp/p7/P4P1P/2Q3P1/4B1K1/R7 b - - 0 32,64,kURrvKOt,c8d7,-523,5,c8h3,0.026,0.0196,0.015,0.0117,f8e8,f8e8,f8e8,f8e8,1471.0,0.026,-0.0143,True,club,03_bands_club,2054,2010,2010,False,True,1,0.7871,0.1045
2b2rk1/3nbppp/2p1pn2/1pPp4/3P4/r1N2NP1/P2BPPBP/1R3RK1 b - - 7 16,32,4gNmILkJ,e6e5,42,12,h7h6,0.0402,0.0306,0.0284,0.0293,f6e4,c8a6,c8a6,c8a6,103.0,0.0402,-0.0109,True,club,03_bands_club,2028,2053,2053,False,True,2,0.6385,0.0591
3r2k1/4qppp/2p2n2/pp6/3N4/PP2P3/1Q1R1PPP/6K1 b - - 2 24,48,akKm6TyM,e7e8,-23,8,e7d7,0.0142,0.0202,0.0215,0.0219,c6c5,c6c5,c6c5,c6c5,496.0,0.0219,0.0077,True,club,03_bands_club,2194,2180,2180,False,True,5,0.518,0.039
2r3k1/3q1ppp/8/ppp5/3Nn3/PP2PP1P/2R3P1/2Q3K1 b - - 0 28,56,akKm6TyM,c8d8,-5,79,e4g3,0.0009,0.0008,0.0009,0.0013,e4g3,e4g3,e4g3,e4f6,319.0,0.0013,0.0004,True,club,03_bands_club,2194,2180,2180,False,True,5,0.5612,0.1029
r1b1k2r/ppp2ppp/2q4n/2b1P2Q/2B5/3p4/PPPP2PP/RNB2R1K b kq - 1 12,24,EQs7jyO3,c5e7,145,14,e8g8,0.0008,0.0004,0.0002,0.0001,e8g8,e8g8,e8g8,e8g8,148.0,0.0008,-0.0007,True,club,03_bands_club,2111,2106,2106,False,True,2,0.5158,0.034
2kr3r/p2bq1p1/1pn1pp1p/1R1pP3/6PP/2PBQN2/P1P2P2/1R4K1 b - - 1 18,36,VmpRCNwe,d5d4,-316,39,d5d4,0.0138,0.0071,0.0039,0.0022,f6e5,f6e5,f6e5,f6e5,346.0,0.0138,-0.0116,True,club,03_bands_club,2268,2270,2270,True,False,2,0.5508,0.0111
rn3rk1/pp3pp1/4p3/2qpP3/3N1P1p/2PQB1nP/PP4P1/R3K1R1 b Q - 5 16,32,C7MNHl90,c5a5,21,21,c5b6,0.0432,0.0454,0.0453,0.0431,b8c6,b8c6,b8c6,b8c6,228.0,0.0454,-0.0001,True,club,03_bands_club,2013,2069,2069,False,True,2,0.5541,0.0696
N1bk1bnr/pp1p1ppp/2p5/4P3/q2NP3/8/n1PB1PPP/1R1QKB1R b K - 0 12,24,ReXwy9Ec,f8b4,-522,2,a4d4,0.0052,0.003,0.0014,0.0007,a4d4,a4d4,a4d4,a4d4,292.0,0.0052,-0.0045,True,club,03_bands_club,2071,2122,2122,False,True,6,0.5236,0.0702
5r1k/p5pp/2Qp2q1/5p2/4pn2/2N1N3/PPP2PPP/R5K1 b - - 2 20,40,bEaT8v59,f4e6,-359,28,f4h3,0.0286,0.0263,0.0207,0.0134,f4h3,f4h3,f4h3,h7h5,103.0,0.0286,-0.0152,True,club,03_bands_club,2027,2014,2014,False,True,1,0.7075,0.1092
2r2rk1/2B1n2p/1P2ppp1/p2p4/B2b4/6P1/2P2P1P/1R4KR b - - 1 22,44,07rjTCaf,g8f7,-208,2,d4e5,0.0064,0.008,0.0104,0.0181,d4b6,d4b6,d4b6,d4b6,150.0,0.0181,0.0117,True,club,03_bands_club,2023,2004,2004,False,True,5,0.6221,0.0335
r1br2k1/ppp1qppp/4pn2/3n1B2/3P4/1P3N2/PBP2QPP/1K1RR3 b - - 0 16,32,XsOMQVos,b7b5,-52,92,e7b4,0.0181,0.02,0.0223,0.0249,e7b4,e7b4,e7b4,e7b4,189.0,0.0249,0.0068,True,club,03_bands_club,2072,2026,2026,False,True,2,0.6636,0.0515
5rk1/pp2qpp1/2p1p2p/5rn1/3P4/2PB1PQ1/PP4PP/3RR1K1 b - - 1 24,48,6QCAmfoZ,g5f3,285,377,f5a5,0.0164,0.01,0.0058,0.0035,f5a5,f5a5,f5a5,f5a5,483.0,0.0164,-0.0129,True,club,03_bands_club,2044,2061,2061,False,True,2,0.4618,0.0232
5rk1/pp2qppn/2p1p2p/r7/3P1P2/P1PB2Q1/1P4PP/3RR1K1 b - - 0 26,52,6QCAmfoZ,e7d8,-38,6,h7f6,0.0023,0.0028,0.003,0.0026,h7f6,h7f6,h7f6,h7f6,141.0,0.003,0.0003,True,club,03_bands_club,2044,2061,2061,False,True,2,0.5663,0.0579
rnb2rk1/pp3ppp/4p3/q7/2PN1Q2/P1PB1R2/6PP/R5K1 b - - 4 16,32,PYNUY49H,b8c6,53,7,e6e5,0.0209,0.0227,0.0293,0.0442,a5c3,a5c3,a5c3,a5c3,695.0,0.0442,0.0233,True,club,03_bands_club,2267,2244,2244,False,True,2,0.5561,0.0288
4r3/8/p1k2p2/1pbp2p1/4b3/2P3BP/PP1R1PP1/3R1K2 b - - 4 26,52,dkAdtrGt,g5g4,-388,36,a6a5,0.0101,0.0059,0.0032,0.0019,f6f5,f6f5,f6f5,f6f5,113.0,0.0101,-0.0082,True,club,03_bands_club,2195,2122,2122,False,True,5,0.5639,0.0585
3r1b1r/1k3p2/ppR2p2/3P1b1p/1q6/P3QN2/5PPP/4R1K1 b - - 0 22,44,rnLuJFGJ,b4b2,158,161,b4b5,0.0484,0.0373,0.0309,0.0291,b4b5,b4b5,b4b5,b4b5,158.0,0.0484,-0.0193,True,club,03_bands_club,2014,2012,2012,False,True,6,0.4946,0.0149
6k1/ppq2p1p/1np1pnp1/8/4P3/2P1bPP1/PP4KP/R2QN3 b - - 2 20,40,Lj45peE3,e3h6,350,6,c7d7,0.0254,0.0329,0.0261,0.0142,b6c4,b6c4,b6c4,b6c4,133.0,0.0329,-0.0112,True,club,03_bands_club,2050,2023,2023,False,True,0,0.4925,0.0604
6k1/pp1q1p1p/1np1pnpb/8/4P3/2PN1PP1/PP2Q1KP/R7 b - - 6 22,44,Lj45peE3,d7c7,317,34,g8f8,0.015,0.0252,0.0351,0.0319,b6c4,b6c4,b6c4,b6c4,223.0,0.0351,0.0169,True,club,03_bands_club,2050,2023,2023,False,True,0,0.5278,0.0833
3r1k2/5pbR/4p3/2pq4/p3B3/5QP1/5PK1/8 b - - 3 32,64,KOuwugxV,d5d1,329,166,d5e5,0.0434,0.0315,0.0293,0.0369,d5g5,d5g5,d5g5,d5g5,207.0,0.0434,-0.0065,True,club,03_bands_club,2077,2050,2050,False,True,0,0.5399,0.2036
6k1/8/pRp4p/6p1/2P5/1P2P1P1/r2r1PP1/5RK1 b - - 2 30,60,dpS18bHD,g5g4,-294,1,c6c5,0.0212,0.0146,0.0129,0.017,c6c5,c6c5,c6c5,c6c5,113.0,0.0212,-0.0042,True,club,03_bands_club,2109,2017,2017,False,True,5,0.614,0.2
1rr3k1/4bpp1/3p1n2/1q2p1B1/1P6/7P/5PB1/1R1QR1K1 b - - 0 26,52,JLHSkF6u,c8c3,49,5,b5b6,0.0232,0.0239,0.0285,0.0361,c8c4,c8c4,c8c4,c8c4,129.0,0.0361,0.0129,True,club,03_bands_club,2320,2314,2314,False,True,0,0.5572,0.09
r3r1k1/5pbp/1pP3p1/p3pbN1/2P3n1/PBB5/1P3PP1/3RR1K1 b - - 4 24,48,bkumfBWQ,g7f8,-153,7,h7h6,0.0018,0.0015,0.001,0.0009,a8c8,a8c8,a8c8,h7h6,146.0,0.0018,-0.0009,True,club,03_bands_club,2244,2233,2233,False,True,6,0.6231,0.082
r7/3R2b1/1Pr2kpp/p3p3/6n1/P1B2P2/1P4P1/4R1K1 b - - 0 30,60,bkumfBWQ,g7f8,-275,28,c6b6,0.0183,0.0132,0.0105,0.0109,c6b6,c6b6,c6b6,c6b6,182.0,0.0183,-0.0074,True,club,03_bands_club,2244,2233,2233,False,True,6,0.6055,0.0507
r4b2/3R4/1r3kpp/p3R3/6P1/P1B5/1P4P1/6K1 b - - 0 32,64,bkumfBWQ,b6b3,-490,3,b6c6,0.0083,0.0074,0.0075,0.0083,f8c5,b6e6,b6e6,b6e6,1509.0,0.0083,0.0,True,club,03_bands_club,2244,2233,2233,False,True,6,0.5175,0.0083
r2q1rk1/pQpn3p/3bbp2/5pB1/3N4/2PB4/PP3PPP/R3K2R b KQ - 1 14,28,ZxLCxUKu,d8e8,321,62,d8e7,0.0105,0.0106,0.0135,0.0153,f6g5,f6g5,d7c5,d7c5,358.0,0.0153,0.0048,True,club,03_bands_club,2075,2180,2180,False,True,2,0.4426,0.0061
r6k/p1p4p/3q1p1B/4bQ2/8/2P5/Pr3PPP/3RR2K b - - 2 24,48,ZxLCxUKu,b2e2,-564,46,b2e2,0.0011,0.0009,0.0008,0.0009,d6c5,d6c5,d6c5,d6c5,1433.0,0.0011,-0.0002,True,club,03_bands_club,2075,2180,2180,True,False,6,0.7049,0.0712
r5k1/pppb1rp1/2n1p2p/5p1q/2QPnB1P/P1P2N2/4PPB1/1R2K1R1 b - - 5 18,36,Tue3406l,a8d8,85,8,b7b6,0.0061,0.0036,0.0031,0.0033,c6a5,b7b6,c6a5,c6a5,142.0,0.0061,-0.0028,True,club,03_bands_club,2374,2310,2310,False,True,2,0.6018,0.1023
2r3k1/p1pbnr2/1p6/3PNppq/4nB2/P2Q4/4PPB1/1R2K1R1 b - - 2 24,48,Tue3406l,e7g6,-34,123,e4c5,0.0216,0.0241,0.0268,0.0343,g5f4,g5f4,g5f4,g5f4,405.0,0.0343,0.0127,True,club,03_bands_club,2374,2310,2310,False,True,6,0.6808,0.171
2r5/p1Bnk3/1p4r1/5ppq/2Q5/P7/4PPB1/1R2K2R b - - 2 30,60,Tue3406l,h5h1,-611,86,c8c7,0.0299,0.029,0.0245,0.0189,h5g4,h5g4,h5g4,h5g4,1386.0,0.0299,-0.011,True,club,03_bands_club,2374,2310,2310,False,True,1,0.8345,0.2565
r4r1k/1pq2pp1/3R1n1p/1p2pN2/2p1P3/P1P2Q2/1PB2PPP/6K1 b - - 0 22,44,nA4DdYOy,f6g8,200,104,a8d8,0.0109,0.0151,0.0216,0.0303,a8d8,a8d8,a8d8,a8d8,490.0,0.0303,0.0194,True,club,03_bands_club,2009,2030,2030,False,True,0,0.5219,0.0561
r4rk1/1p3ppp/1qn5/4p3/3pPP2/1p1P2P1/3Q2BP/1R3RK1 b - - 0 20,40,LM5HJgJr,a8a3,281,45,f7f6,0.0481,0.039,0.0336,0.0357,a8a2,a8a2,a8a2,a8a2,721.0,0.0481,-0.0124,True,club,03_bands_club,2074,2033,2033,False,True,0,0.7073,0.1356
5k2/3Q2pp/1p6/n1q1p1K1/3pq3/6PB/7P/8 b - - 1 34,68,LM5HJgJr,c5c1,1998,1091,e4e3,0.0162,0.0112,0.0084,0.007,e4g6,e4g6,e4g6,c5e7,582.0,0.0162,-0.0092,True,club,03_bands_club,2074,2033,2033,False,True,4,0.8286,0.6013
7r/1p2pp1k/4bbP1/P6p/1Pr1Q3/8/2P3PP/3R1RK1 b - - 0 26,52,r4G4dQjG,h7h6,-480,6,h7g7,0.0236,0.0163,0.0113,0.0091,f7g6,f7g6,f7g6,f7g6,208.0,0.0236,-0.0145,True,club,03_bands_club,2216,2318,2318,False,True,1,0.6249,0.0524
rn1qk2r/1p3pp1/2p1p2p/p1bp1b2/P4Pn1/N1PPPNP1/1P2Q1BP/R1B1K2R b KQkq - 2 10,20,XsQv3P9z,g4f6,46,17,e8g8,0.0238,0.0235,0.015,0.0077,e8g8,d8b6,d8b6,d8b6,112.0,0.0238,-0.0161,True,club,03_bands_club,2060,2116,2116,False,True,2,0.6438,0.0084
3rr1k1/1pb4b/2p2p2/p3n3/PP2B3/2PP3P/2NBQ3/R6K b - - 0 26,52,XsQv3P9z,e8e7,-526,21,h7e4,0.026,0.0248,0.0221,0.0175,e5d3,e5d3,e5d3,e5d3,213.0,0.026,-0.0085,True,club,03_bands_club,2060,2116,2116,False,True,1,0.7428,0.1391
R3B3/pp4pk/6r1/3P4/3P1ppq/5P2/P3Q1PP/5RK1 b - - 0 26,52,E2sVq2cD,g6d6,-924,70,g6h6,0.0069,0.0078,0.0089,0.0116,g6h6,g6h6,g6h6,g6h6,1072.0,0.0116,0.0047,True,club,03_bands_club,2001,2018,2018,False,True,1,0.8672,0.4447
